DAX,SMI,CAC,FTSE
2735.28,3815.40,2213.40,3935.70
2724.25,3811.50,2211.80,3900.40
2732.29,3812.00,2205.20,3910.80
2730.44,3827.60,2205.20,3914.40
2764.00,3829.80,2229.10,3934.30
2770.61,3825.70,2217.20,3926.90
2784.39,3856.40,2218.20,3926.10
2800.60,3897.90,2240.30,3958.20
2768.68,3888.30,2228.80,3962.10
2781.54,3892.60,2240.10,3978.10
2766.08,3883.30,2233.40,3962.80
2765.29,3861.50,2233.60,3953.80
2769.47,3882.80,2255.50,4018.70
2800.52,3891.70,2277.10,4054.60
2808.62,3878.20,2275.10,4068.40
2793.86,3845.30,2270.80,4049.20
2829.68,3884.10,2290.30,4050.20
2848.84,3902.50,2315.70,4058.00
2853.46,3874.00,2318.60,4038.50
2900.76,3924.50,2349.10,4061.50
2880.89,3910.60,2308.70,4045.20
2894.43,3913.80,2292.50,4051.20
2832.53,3835.50,2240.70,3963.00
2870.30,3874.00,2255.80,4011.60
2890.95,3885.40,2251.40,4035.70
2836.36,3857.60,2213.30,3982.50
2846.94,3860.00,2212.10,3990.70
2815.77,3839.30,2203.40,3972.40
2841.16,3869.20,2222.60,3993.80
2808.50,3850.40,2193.70,3979.60
2814.23,3874.00,2218.90,4018.20
2824.83,3880.80,2248.70,4051.30
2835.54,3890.10,2278.50,4077.60
2844.09,3875.50,2287.40,4087.20
2844.09,3869.80,2289.60,4092.50
2844.09,3869.80,2289.60,4092.50
2844.09,3869.80,2303.80,4092.50
2859.22,3922.20,2307.00,4091.00
2880.07,3948.30,2318.60,4115.70
2880.07,3942.20,2315.70,4118.50
2880.07,3942.20,2315.70,4118.50
2820.81,3942.20,2257.00,4057.40
2863.26,3940.10,2282.80,4089.50
2890.20,3923.80,2306.70,4106.50
2876.34,3922.90,2301.70,4078.80
2904.08,3944.90,2331.60,4087.50
2936.69,3966.20,2349.10,4087.00
2915.81,3947.40,2327.50,4056.60
2956.78,3975.50,2361.30,4107.30
2978.84,3983.60,2402.10,4168.20
2976.56,3979.60,2388.00,4158.90
2996.12,4007.10,2407.80,4197.50
3006.87,4019.90,2425.10,4207.70
2999.19,4009.50,2406.10,4194.00
3000.66,4023.10,2409.90,4195.50
3026.63,4115.40,2442.50,4219.10
3037.28,4161.00,2461.30,4219.10
2982.63,4125.50,2430.30,4218.80
2992.55,4127.30,2435.20,4212.00
3028.27,4182.30,2482.80,4237.40
2997.95,4169.70,2465.00,4207.50
3018.58,4209.10,2503.10,4228.40
3037.70,4272.20,2516.60,4275.80
3064.70,4282.80,2508.60,4257.80
3067.48,4296.50,2503.10,4260.90
3114.73,4305.50,2541.30,4281.50
3124.78,4309.80,2558.40,4265.90
3161.36,4357.90,2597.50,4307.80
3185.72,4384.30,2595.40,4307.70
3191.45,4408.40,2582.10,4304.30
3211.01,4444.10,2599.30,4304.30
3256.86,4436.30,2628.40,4327.10
3249.17,4464.20,2627.40,4341.00
3260.30,4514.60,2634.50,4337.80
3230.83,4490.70,2617.50,4332.30
3209.04,4525.50,2594.80,4357.40
3197.09,4530.80,2575.20,4356.10
3203.79,4522.50,2562.80,4336.80
3180.63,4463.20,2567.90,4331.10
3233.34,4503.90,2607.70,4344.70
3245.02,4539.00,2602.20,4329.30
3272.58,4519.70,2629.40,4339.20
3261.04,4487.60,2607.80,4308.30
3258.74,4460.10,2600.30,4307.10
3345.09,4513.70,2651.70,4357.70
3375.45,4547.10,2666.20,4360.10
3396.55,4605.20,2698.90,4399.30
3419.51,4638.90,2708.30,4420.30
3426.77,4684.40,2709.20,4437.40
3430.95,4677.10,2686.20,4444.30
3382.40,4676.20,2641.70,4422.50
3367.82,4609.90,2632.10,4397.70
3404.29,4636.20,2645.60,4424.30
3337.11,4556.50,2588.40,4373.30
3289.59,4519.90,2574.00,4356.80
3305.72,4535.10,2596.80,4332.20
3247.03,4442.90,2553.70,4258.10
3288.52,4491.30,2587.10,4254.80
3302.57,4497.30,2579.30,4214.80
3374.93,4558.60,2624.30,4270.70
3439.22,4620.50,2648.70,4301.50
3407.83,4659.20,2656.70,4312.90
3407.83,4659.20,2656.70,4312.90
3407.83,4659.20,2656.70,4312.90
3281.46,4501.70,2581.80,4248.10
3210.94,4488.70,2530.30,4236.60
3212.82,4463.90,2514.50,4214.60
3235.35,4471.50,2518.00,4236.60
3342.77,4588.00,2572.30,4271.70
3328.13,4582.60,2579.00,4269.30
3364.76,4634.90,2617.60,4292.30
3352.58,4626.60,2608.00,4313.20
3319.24,4604.20,2574.60,4270.70
3297.52,4586.30,2566.10,4251.70
3369.26,4643.40,2620.60,4286.80
3347.54,4625.60,2621.00,4294.60
3361.80,4665.70,2615.20,4298.90
3361.20,4699.10,2547.60,4310.50
3328.41,4740.10,2522.70,4328.70
3348.90,4752.30,2514.70,4346.10
3366.87,4781.10,2533.60,4387.70
3396.49,4836.10,2539.80,4388.50
3357.57,4772.30,2536.30,4369.70
3372.96,4793.30,2550.30,4389.70
3425.86,4855.10,2602.90,4433.20
3438.09,4897.60,2639.50,4436.00
3438.09,4897.60,2639.50,4445.00
3491.08,4953.50,2655.30,4455.60
3565.69,5029.60,2672.80,4455.60
3548.52,4988.40,2651.90,4519.30
3537.45,5016.00,2643.30,4537.50
3537.45,5016.00,2643.30,4580.40
3533.21,5004.70,2633.90,4630.90
3593.14,5042.50,2693.10,4669.60
3559.29,5084.20,2719.60,4691.00
3588.57,5134.30,2774.60,4686.90
3564.85,5141.70,2776.00,4681.20
3569.26,5157.50,2784.30,4693.90
3569.26,5157.50,2784.30,4645.20
3516.20,5081.00,2751.10,4607.50
3600.40,5178.60,2786.40,4642.00
3575.44,5176.40,2741.70,4651.80
3621.72,5181.00,2762.90,4661.80
3669.31,5196.70,2654.70,4661.80
3665.43,5190.00,2680.30,4681.60
3626.60,5133.10,2583.20,4677.50
3635.38,5132.10,2579.20,4672.30
3562.73,5041.60,2583.90,4621.30
3596.40,5150.00,2601.50,4562.80
3655.59,5207.20,2624.50,4557.80
3651.59,5238.50,2635.40,4557.10
3684.60,5251.20,2690.90,4576.20
3700.53,5320.00,2719.30,4645.00
3668.61,5368.80,2686.20,4686.70
3671.16,5361.90,2664.20,4739.60
3671.87,5308.60,2696.20,4724.80
3737.16,5364.20,2760.30,4757.40
3752.37,5384.60,2808.50,4783.10
3750.02,5362.00,2795.90,4745.10
3721.18,5345.90,2762.60,4682.20
3730.56,5405.00,2751.70,4657.00
3777.56,5510.30,2739.70,4653.70
3788.54,5561.80,2757.10,4593.90
3748.79,5587.80,2762.20,4575.80
3761.07,5576.10,2784.80,4596.30
3819.52,5662.40,2867.40,4640.00
3820.16,5669.90,2893.60,4657.90
3809.92,5700.30,2891.00,4640.30
3766.89,5620.60,2858.30,4604.60
3834.84,5654.80,2944.00,4728.30
3867.53,5674.30,2909.50,4751.40
3939.73,5804.90,2937.00,4831.70
3946.73,5846.50,2934.50,4812.80
4003.35,5947.00,2947.70,4810.70
4030.10,6012.60,2929.80,4758.50
4026.97,5977.10,2950.60,4762.40
4000.65,5885.40,2929.10,4767.80
4074.30,5801.50,2941.60,4799.50
4142.19,5845.80,2941.60,4857.40
4139.68,5844.70,2950.70,4899.30
4223.69,5927.50,2988.00,4964.20
4203.91,5868.30,2958.60,4949.00
4131.94,5737.10,2876.70,4877.20
4139.96,5620.50,2874.10,4805.70
4297.64,5677.10,2921.10,4846.70
4384.82,5869.90,3003.50,4874.50
4320.52,5849.20,2973.50,4862.90
4368.54,5847.00,3025.90,4851.50
4400.30,5888.00,3022.20,4862.60
4377.70,5842.10,3023.60,4876.60
4458.66,5929.50,3069.30,4927.30
4405.52,5898.20,3075.70,4907.50
4336.98,5898.20,3049.50,4899.30
4302.50,5771.00,2992.40,4895.70
4325.86,5765.20,2984.10,4960.60
4364.25,5812.10,3037.10,5026.20
4428.08,5922.10,3056.30,5086.80
4342.31,5864.80,2996.30,5031.30
4333.15,5825.60,2983.40,5031.90
4377.51,5808.40,2998.60,5075.80
4237.06,5682.10,2924.00,5003.60
4195.53,5579.50,2921.80,4991.30
4077.59,5498.50,2921.80,4865.80
4080.55,5405.60,2870.10,4835.00
4190.45,5580.10,2936.20,4914.20
4251.93,5690.10,2979.30,4958.40
4204.81,5668.80,2957.20,4978.00
4090.14,5475.80,2904.20,4901.10
4076.75,5473.90,2898.60,4901.10
3993.70,5363.30,2869.30,4886.30
3992.03,5409.60,2871.70,4906.90
3897.43,5217.30,2828.40,4845.40
3919.79,5216.70,2770.50,4817.50
4001.81,5271.50,2805.80,4870.20
4127.28,5447.50,2921.20,4952.20
4062.13,5478.60,2918.00,4976.90
4093.43,5478.10,2927.00,4991.30
4073.71,5532.90,2924.50,4994.20
4131.26,5505.30,2940.90,4985.20
4104.57,5445.10,2919.70,4950.50
4028.00,5356.70,2874.60,4905.20
3890.24,5280.80,2843.60,4854.80
3796.61,5281.90,2834.10,4848.20
3869.53,5321.70,2898.60,4902.90
3995.69,5417.80,2940.60,4976.40
3970.44,5550.40,2944.00,5013.10
4004.04,5629.00,2978.40,5046.20
3983.06,5611.00,2977.20,5023.80
4096.85,5705.10,3017.50,5075.70
4091.77,5730.40,2997.20,5027.50
4150.95,5732.50,3023.70,5077.20
4104.93,5667.10,3005.40,5065.50
4135.09,5716.60,2985.60,5226.30
4116.52,5691.80,2989.00,5220.30
4154.89,5673.60,3008.30,5244.20
4262.98,5754.70,3054.90,5317.10
4266.17,5825.00,3052.10,5296.10
4266.17,5929.00,3094.00,5330.80
4326.35,5897.40,3078.00,5300.00
4311.13,5846.90,3064.40,5305.60
4267.40,5822.30,3024.10,5262.10
4179.92,5732.20,2960.70,5217.80
4164.62,5699.50,2955.10,5227.30
4225.27,5792.80,3002.90,5300.10
4215.23,5836.30,3002.50,5298.90
4168.62,5815.90,2992.20,5263.70
4149.92,5806.80,2992.90,5287.90
4049.16,5751.60,2958.00,5271.10
4069.25,5777.20,2946.70,5211.00
4172.47,5862.90,2989.90,5225.90
4124.86,5803.20,2958.10,5148.80
3976.38,5651.80,2856.90,4991.50
3981.44,5689.50,2849.00,4970.20
3871.39,5533.50,2769.60,4840.70
3645.69,5279.70,2651.30,4755.40
3806.66,5479.00,2818.00,4871.80
3748.88,5370.90,2739.50,4801.90
3753.66,5467.20,2739.30,4842.30
3847.73,5581.60,2788.00,4906.40
3784.80,5538.20,2774.90,4897.40
3841.39,5601.60,2822.40,4908.30
3813.88,5557.40,2781.80,4863.80
3715.38,5438.60,2707.10,4764.30
3728.37,5459.70,2707.10,4806.80
3734.79,5483.90,2707.10,4793.70
3697.48,5434.00,2694.50,4720.40
3701.94,5418.20,2700.70,4711.00
3676.65,5437.00,2698.90,4741.80
3816.71,5565.00,2773.00,4867.00
3844.14,5574.20,2782.60,4845.40
3876.90,5571.70,2790.60,4830.10
3931.81,5650.40,2821.20,4908.40
3941.91,5725.50,2861.70,4985.80
3832.10,5645.70,2802.50,4898.60
3850.14,5666.30,2786.30,4863.50
3926.93,5738.30,2811.70,4891.20
3961.97,5772.40,2829.00,4889.00
3972.08,5775.90,2854.40,4831.80
4125.92,5875.10,2918.50,4921.80
4096.40,5919.90,2913.10,4977.60
4074.55,5922.70,2902.40,4970.70
4159.72,5969.50,2914.50,5082.30
4191.81,6009.00,2910.10,5142.90
4208.14,6095.30,2932.50,5187.40
4187.13,6103.20,2959.40,5177.10
4116.70,6056.60,2932.20,5130.70
4016.70,6021.80,2828.50,5035.90
4061.91,6018.70,2830.30,5045.20
4029.08,5986.60,2838.30,5121.80
4150.31,6092.70,2912.20,5203.40
4154.57,6122.10,2893.30,5190.80
4162.92,6115.10,2894.50,5168.30
4055.35,5989.90,2822.90,5020.20
4125.54,6049.30,2869.70,5018.20
4132.79,6044.70,2858.10,5049.80
4132.79,6046.70,2874.10,5013.90
4132.79,6046.70,2874.10,5013.90
4132.79,6046.70,2875.10,5013.90
4266.02,6190.40,2939.50,5112.40
4224.30,6267.60,2975.50,5132.30
4224.30,6265.50,2998.90,5135.50
4224.30,6265.50,2998.90,5135.50
4364.32,6265.50,3038.70,5193.50
4416.95,6397.00,3072.80,5262.50
4360.05,6375.70,3037.70,5264.40
4339.98,6390.00,3006.70,5224.10
4293.64,6330.20,2954.90,5237.10
4237.75,6251.80,2919.80,5138.30
4134.64,6062.10,2862.50,5068.80
4150.01,6169.30,2902.90,5083.90
4145.41,6149.80,2919.80,5106.90
4140.22,6148.50,2932.80,5165.80
4216.24,6274.00,2976.10,5263.10
4290.05,6340.40,2987.00,5273.60
4310.83,6397.50,3008.30,5278.20
4250.47,6391.40,2998.10,5272.30
4238.77,6356.10,2988.60,5253.10
4222.16,6391.00,2966.20,5181.40
4266.34,6411.00,3000.50,5237.20
4316.05,6424.00,3052.00,5326.30
4385.29,6508.70,3088.30,5372.60
4444.53,6530.40,3133.80,5422.40
4442.53,6582.60,3172.10,5458.50
4529.88,6688.00,3187.50,5599.00
4529.18,6720.70,3188.40,5612.80
4509.25,6708.90,3166.30,5595.80
4494.72,6772.00,3189.60,5606.40
4536.91,6857.10,3216.70,5629.70
4519.56,6828.40,3220.90,5600.90
4558.62,6860.80,3235.80,5613.30
4552.46,6931.60,3240.00,5607.90
4509.37,6856.00,3178.70,5552.50
4522.42,6898.90,3187.70,5582.30
4535.56,6905.30,3225.10,5619.90
4627.42,6990.50,3280.50,5709.50
4611.66,6966.20,3281.70,5723.40
4581.08,6953.20,3250.60,5718.50
4583.03,6986.70,3262.50,5718.50
4610.66,6986.10,3273.50,5702.80
4604.55,6945.00,3262.30,5651.00
4704.58,7065.40,3348.20,5745.10
4695.78,7118.60,3397.00,5764.80
4693.86,7153.10,3421.90,5767.30
4781.62,7273.00,3446.70,5820.60
4759.62,7259.50,3414.90,5807.70
4690.52,7130.50,3381.30,5733.10
4676.42,7077.30,3395.80,5695.60
4762.71,7197.20,3483.20,5782.90
4828.89,7187.50,3525.90,5818.90
4852.22,7246.50,3521.50,5828.50
4862.41,7276.70,3539.40,5829.80
4838.67,7267.90,3526.60,5794.80
4872.24,7328.00,3540.20,5782.30
4905.59,7261.20,3598.30,5785.10
4945.91,7236.50,3661.30,5834.90
4908.55,7132.40,3652.50,5903.60
4949.91,7143.80,3688.70,5997.90
5045.16,7300.50,3688.90,5956.30
5014.13,7341.00,3680.10,5947.00
5064.35,7407.40,3738.50,5983.70
5114.13,7472.10,3818.70,5967.80
5029.00,7415.90,3783.80,5905.60
5066.90,7530.30,3810.20,5939.30
5069.89,7536.30,3800.20,5911.90
5097.25,7585.50,3875.30,5932.20
5135.35,7615.50,3883.30,6017.60
5179.04,7638.80,3935.90,6052.80
5254.32,7725.90,3932.00,6064.20
5345.89,7827.70,3986.80,6105.80
5309.67,7744.30,3903.30,6094.00
5267.35,7588.10,3873.90,6055.20
5312.25,7624.10,3894.50,6105.50
5312.25,7624.10,3894.50,6105.50
5312.25,7624.10,3894.50,6105.50
5367.98,7662.90,3867.70,6104.10
5359.24,7616.30,3884.60,6074.10
5292.97,7500.10,3845.90,6002.00
5326.63,7453.70,3861.60,5922.20
5407.93,7500.10,3885.70,5954.10
5373.80,7369.10,3860.40,5955.00
5312.28,7308.90,3835.10,5931.10
5262.57,7265.50,3822.10,5898.10
5144.42,7232.30,3788.70,5863.90
5002.71,7053.50,3689.40,5722.40
5110.88,7180.10,3777.20,5806.60
5083.80,7241.80,3726.20,5833.10
5241.23,7401.40,3867.90,5928.30
5241.23,7401.40,3867.90,6011.30
5337.75,7640.80,3979.30,6011.30
5226.20,7596.20,3945.50,5986.50
5264.62,7610.80,3947.50,5992.40
5164.89,7536.00,3912.80,5938.00
5270.61,7587.10,3912.80,5969.80
5348.75,7677.50,4007.30,6028.30
5307.82,7627.30,3986.10,5956.70
5371.99,7582.80,4018.50,5972.90
5374.11,7550.60,4012.00,5948.50
5414.31,7519.40,3990.20,5917.80
5343.66,7371.40,3945.30,5826.20
5441.00,7483.20,3980.80,5877.80
5514.51,7495.80,4047.90,5907.40
5514.51,7495.80,4047.90,5935.60
5530.19,7542.70,4049.80,5955.60
5592.46,7657.10,4108.70,5955.60
5639.89,7731.90,4115.90,5970.70
5466.88,7633.50,4017.40,5870.20
5507.36,7605.00,4014.90,5862.30
5556.99,7656.10,4041.20,5870.70
5556.99,7656.10,4041.20,5837.90
5583.83,7657.50,4087.00,5842.30
5640.42,7676.30,4149.40,5898.40
5605.38,7592.90,4119.00,5860.80
5724.75,7699.50,4185.10,5947.30
5787.05,7743.40,4204.60,6037.80
5773.77,7716.80,4201.90,6019.80
5799.22,7652.60,4208.60,5987.40
5799.22,7498.40,4141.60,5852.50
5631.34,7417.40,4050.80,5769.80
5581.24,7342.70,4005.30,5715.70
5621.71,7388.70,4013.30,5729.70
5742.83,7562.70,4092.90,5832.70
5689.89,7488.00,4052.30,5812.10
5644.22,7518.60,4027.30,5748.10
5648.11,7511.80,4018.60,5712.40
5748.34,7624.80,4065.00,5772.00
5784.40,7667.90,4126.30,5804.90
5886.72,7794.70,4203.80,5858.90
5870.49,7816.90,4215.70,5877.40
5933.73,7881.90,4248.20,5884.50
5841.83,7882.00,4203.50,5832.50
5910.51,8038.20,4260.70,5919.90
5905.15,8047.30,4252.10,5960.20
5961.45,8099.00,4304.40,5988.40
5942.06,8166.00,4311.10,5990.30
5975.88,8160.00,4333.10,6003.40
6018.89,8227.20,4339.90,6009.60
6000.84,8205.00,4319.20,5969.70
6001.24,8192.40,4256.40,5927.90
6023.31,8141.90,4256.40,5958.20
6101.90,8180.50,4256.40,6100.20
6106.10,8158.10,4344.30,6151.50
6108.00,8126.50,4358.10,6116.80
6162.86,8288.20,4388.50,6174.00
6186.09,8400.80,4368.90,6179.00
6184.10,8412.00,4322.10,6132.70
6081.11,8340.70,4220.10,5989.60
6043.82,8229.20,4235.90,5976.20
6040.58,8205.70,4205.40,5892.30
5854.35,7998.70,4139.50,5836.10
5867.52,8093.00,4122.40,5835.80
5828.74,8102.70,4139.20,5844.10
5906.33,8205.50,4197.60,5910.70
5861.19,8239.50,4177.30,5837.00
5774.38,8139.20,4095.00,5809.70
5718.70,8170.20,4047.90,5736.10
5614.77,7943.20,3976.40,5632.50
5528.12,7846.20,3968.60,5594.10
5598.32,7952.90,4041.90,5680.40
5460.43,7721.30,3939.50,5587.60
5285.78,7447.90,3846.00,5432.80
5386.94,7607.50,3945.70,5462.20
5355.03,7552.60,3951.70,5399.50
5473.72,7676.30,3995.00,5455.00
